timestamp,price,last4ccnum,name,geometry
2014-01-06 07:59:00,8.88,7819,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 08:00:00,4.27,5407,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 08:00:00,9.69,6691,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-06 08:01:00,10.07,1874,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-06 08:06:00,18.24,3853,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 08:06:00,15.58,4434,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 08:07:00,5.66,6901,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 08:16:00,14.97,1286,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 08:16:00,11.2,8411,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 08:17:00,15.39,8202,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-06 10:02:00,761.64,9735,Nationwide Refinery,"POLYGON ((24.886 36.05575, 24.889 36.05575, 24.889 36.0595, 24.886 36.0595, 24.886 36.05575))"
2014-01-06 10:18:00,2859.51,9220,Maximum Iron and Steel,"POLYGON ((24.837 36.0625, 24.84 36.0625, 24.84 36.0655, 24.837 36.0655, 24.837 36.0625))"
2014-01-06 11:57:00,3959.66,9220,Carlyle Chemical Inc.,"POLYGON ((24.883 36.05875, 24.886 36.05875, 24.886 36.06175, 24.883 36.06175, 24.883 36.05875))"
2014-01-06 12:00:00,51.51,7117,Coffee Shack,"POLYGON ((24.858 36.073, 24.862 36.073, 24.862 36.07675, 24.858 36.07675, 24.858 36.073))"
2014-01-06 12:00:00,10.28,1415,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-06 12:00:00,16.09,9635,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-06 12:00:00,8.54,1877,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-06 12:00:00,5.24,1321,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-06 12:00:00,4.27,6895,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-06 13:19:00,12.74,7253,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-06 13:22:00,38.9,2540,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-06 13:24:00,15.44,1415,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 13:30:00,16.92,7384,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 13:37:00,20.56,6816,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-06 13:39:00,11.22,1310,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 13:41:00,22.64,7889,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-06 13:42:00,20.4,6895,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-06 13:46:00,30.82,9635,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 13:46:00,99.67,2463,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 13:48:00,20.74,5368,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-06 13:48:00,30.87,5921,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-06 13:52:00,36.33,3492,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-06 14:00:00,23.41,7819,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-06 17:28:00,59.51,3484,U-Pump,"POLYGON ((24.867 36.067, 24.872 36.067, 24.872 36.07, 24.867 36.07, 24.867 36.067))"
2014-01-06 19:18:00,39.29,7384,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 20:09:00,11.94,6901,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 20:13:00,22.57,3484,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 20:15:00,117.82,6816,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 20:24:00,28.94,7819,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 20:26:00,276.9,9551,Albert's Fine Clothing,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2014-01-06 20:28:00,95.29,7108,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-06 21:03:00,121.76,4434,Albert's Fine Clothing,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2014-01-07 07:27:00,5.08,7384,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:31:00,12.74,5368,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:33:00,7.09,4795,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:35:00,14.05,7889,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:37:00,8.91,8129,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:41:00,19.59,1874,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:45:00,19.6,6816,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:46:00,84.44,9551,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:47:00,7.88,1310,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:48:00,18.97,7108,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:50:00,4.39,5407,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:50:00,9.61,3492,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:52:00,3.0,4434,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:54:00,11.92,1286,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:55:00,69.06,3484,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:56:00,98.53,9683,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 07:57:00,10.33,6691,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 07:58:00,17.4,8202,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 08:00:00,11.91,4948,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 08:01:00,9.92,9617,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 08:01:00,68.42,2681,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-07 08:02:00,14.49,9405,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 08:06:00,3.03,7819,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 08:09:00,15.66,8411,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 08:18:00,47.74,6901,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-07 10:11:00,1347.36,9735,Nationwide Refinery,"POLYGON ((24.886 36.05575, 24.889 36.05575, 24.889 36.0595, 24.886 36.0595, 24.886 36.05575))"
2014-01-07 11:39:00,1562.66,7792,Nationwide Refinery,"POLYGON ((24.886 36.05575, 24.889 36.05575, 24.889 36.0595, 24.886 36.0595, 24.886 36.05575))"
2014-01-07 12:00:00,16.63,7117,Coffee Shack,"POLYGON ((24.858 36.073, 24.862 36.073, 24.862 36.07675, 24.858 36.07675, 24.858 36.073))"
2014-01-07 12:00:00,51.25,1415,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-07 12:00:00,53.89,1877,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-07 12:00:00,8.03,1321,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-07 12:00:00,46.25,6895,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
2014-01-07 12:02:00,1071.04,3506,Nationwide Refinery,"POLYGON ((24.886 36.05575, 24.889 36.05575, 24.889 36.0595, 24.886 36.0595, 24.886 36.05575))"
2014-01-07 13:13:00,29.57,8156,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 13:20:00,35.06,8332,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:20:00,38.56,7354,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 13:29:00,29.1,2142,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 13:30:00,51.64,1310,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:32:00,28.37,4948,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 13:33:00,34.04,7253,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:33:00,11.31,6816,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 13:34:00,64.84,6895,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 13:35:00,8.98,2463,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:37:00,21.52,9551,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:39:00,17.21,9405,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:42:00,97.71,5368,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 13:46:00,10.11,9635,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 13:49:00,36.5,2681,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:50:00,21.85,8411,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 13:52:00,71.77,1874,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:54:00,88.97,5921,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 13:56:00,16.2,1321,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 13:57:00,15.4,6691,Gelatogalore,"POLYGON ((24.861 36.058, 24.867 36.058, 24.867 36.06325, 24.861 36.06325, 24.861 36.058))"
2014-01-07 14:09:00,12.57,9617,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 14:09:00,59.51,6901,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 14:16:00,2149.28,2276,Abila Scrapyard,"POLYGON ((24.844 36.073, 24.848 36.073, 24.848 36.0775, 24.844 36.0775, 24.844 36.073))"
2014-01-07 14:34:00,4803.13,7792,Carlyle Chemical Inc.,"POLYGON ((24.883 36.05875, 24.886 36.05875, 24.886 36.06175, 24.883 36.06175, 24.883 36.05875))"
2014-01-07 15:20:00,3207.31,4530,Maximum Iron and Steel,"POLYGON ((24.837 36.0625, 24.84 36.0625, 24.84 36.0655, 24.837 36.0655, 24.837 36.0625))"
2014-01-07 16:24:00,889.58,2276,Nationwide Refinery,"POLYGON ((24.886 36.05575, 24.889 36.05575, 24.889 36.0595, 24.886 36.0595, 24.886 36.05575))"
2014-01-07 19:45:00,14.87,7819,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 19:48:00,31.23,3484,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 20:04:00,308.36,6895,Albert's Fine Clothing,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2014-01-07 20:10:00,78.91,7117,Albert's Fine Clothing,"POLYGON ((24.855 36.07375, 24.859 36.07375, 24.859 36.079, 24.855 36.079, 24.855 36.07375))"
2014-01-07 20:10:00,42.25,7384,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 20:10:00,26.82,4795,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 20:11:00,76.71,9683,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 20:14:00,62.33,3853,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 20:15:00,11.41,9241,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-07 20:19:00,89.76,7354,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 20:34:00,23.12,5368,Guy's Gyros,"POLYGON ((24.897 36.058, 24.903 36.058, 24.903 36.06175, 24.897 36.06175, 24.897 36.058))"
2014-01-07 20:49:00,20.53,2681,Ouzeri Elian,"POLYGON ((24.872 36.0505, 24.875 36.0505, 24.875 36.05725, 24.872 36.05725, 24.872 36.0505))"
2014-01-08 07:31:00,15.66,7354,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:39:00,12.19,7108,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:39:00,8.15,1874,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:39:00,8.28,1310,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:40:00,5.85,8129,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:42:00,3.09,4948,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:43:00,3.4,9617,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:47:00,3.11,3492,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:48:00,32.92,3853,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:48:00,8.27,6816,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:48:00,19.17,9683,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:50:00,33.68,9405,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:50:00,3.9,2681,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:55:00,79.92,7889,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:55:00,91.87,3484,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:56:00,12.86,9551,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:57:00,74.88,5368,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 07:57:00,11.63,6691,Hallowed Grounds,"POLYGON ((24.882 36.0625, 24.89 36.0625, 24.89 36.067, 24.882 36.067, 24.882 36.0625))"
2014-01-08 07:58:00,8.4,5407,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:00:00,32.3,4795,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:01:00,3.92,8202,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:01:00,17.13,7819,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:01:00,3.42,7384,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:03:00,10.15,6901,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:09:00,11.48,8411,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:16:00,7.26,1286,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 08:18:00,6.3,4434,Brew've Been Served,"POLYGON ((24.903 36.05575, 24.907 36.05575, 24.907 36.05875, 24.903 36.05875, 24.903 36.05575))"
2014-01-08 09:43:00,3048.31,7792,Carlyle Chemical Inc.,"POLYGON ((24.883 36.05875, 24.886 36.05875, 24.886 36.06175, 24.883 36.06175, 24.883 36.05875))"
2014-01-08 09:54:00,4513.16,9152,Nationwide Refinery,"POLYGON ((24.886 36.05575, 24.889 36.05575, 24.889 36.0595, 24.886 36.0595, 24.886 36.05575))"
2014-01-08 10:14:00,3674.32,9735,Nationwide Refinery,"POLYGON ((24.886 36.05575, 24.889 36.05575, 24.889 36.0595, 24.886 36.0595, 24.886 36.05575))"
2014-01-08 12:00:00,13.13,7117,Coffee Shack,"POLYGON ((24.858 36.073, 24.862 36.073, 24.862 36.07675, 24.858 36.07675, 24.858 36.073))"
2014-01-08 12:00:00,17.45,1415,Bean There Done That,"POLYGON ((24.848 36.0805, 24.854 36.0805, 24.854 36.08575, 24.848 36.08575, 24.848 36.0805))"
